,perc_bpm,abs_bpm,perc_ibi,abs_ibi,perc_sdnn,abs_sdnn,perc_sdsd,abs_sdsd,perc_rmssd,abs_rmssd,perc_pnn20,abs_pnn20,perc_pnn50,abs_pnn50,perc_hr_mad,abs_hr_mad,perc_sd1,abs_sd1,perc_sd2,abs_sd2,perc_s,abs_s,perc_sd1/sd2,abs_sd1/sd2,perc_breathingrate,abs_breathingrate,id
0,0.9473479780760433,-4.227704786218808,1.0555783335611133,41.530501089324616,0.40720697483563595,-70.4139048993865,0.9682724995318133,-1.8709297004700858,0.7485921746200925,-28.121970763257366,0.72,-0.28,0.528,-0.39333333333333337,0.5,-31.25,0.7738333419812524,-17.235716680237083,0.2864565198736491,-74.61433036633635,0.22166960610614492,-19485.718854531537,2.7013989499089655,1.239952711975333,1.789570119802678,0.18655669523572765,1647264808.00
1,0.9062857142857143,-9.83231850117096,1.1034047919293821,59.13461538461536,1.2883891448119986,13.548248394575872,1.0392304845413263,1.4447990441878034,1.148912529307606,9.498950862262497,1.35,0.2333333333333334,0.75,-0.16666666666666663,inf,31.25,1.1478675881825395,6.6696399876257715,1.3942740046346704,10.267552204027876,1.60044193896561,2215.741388255584,0.8232726023485644,-0.3061008318217151,0.6974133723767691,-0.10587355760085054,1647265213.00
2,1.0566363134657835,3.862081131340446,0.9463994254749625,-47.162224264705856,1.5245097172136,36.215555424568706,0.8503921852010636,-12.840934613530479,1.2749100985474615,29.769889421255883,1.3984962406015036,0.24423963133640547,1.532967032967033,0.22350230414746547,1.0,0.0,1.265515981990079,20.330941611208914,1.7773735379050974,47.22219341851856,2.249294618185151,18255.67814093758,0.7120146412676316,-0.363011874667445,0.397766626616722,-0.2140132812307313,1647265691.00
3,0.8561320754716982,-14.880884314846568,1.168044077134986,97.47869318181813,1.9161904783444446,28.123171135635282,2.0165766032018713,32.726063109654966,1.76441432059957,39.355607145434334,1.1666666666666667,0.09523809523809523,1.4000000000000001,0.11428571428571432,2.0,15.625,1.784006369169366,28.10939056452755,1.9166416335651149,21.45941642598737,3.4193008816953423,6379.548213564738,0.9307980886604055,-0.10598187535988068,0.4149474155292012,-0.2523954203929244,1647267334.00
4,1.0264432947359778,2.1203718470426764,0.9742379390351227,-19.276819923371704,0.6139855397034608,-56.181970433041926,0.4272175428313774,-78.14499685428513,0.4262551654280676,-144.88565914879285,0.9166666666666666,-0.08333333333333337,0.6666666666666666,-0.33333333333333337,0.2857142857142857,-78.125,0.42600345694582326,-102.46318120077997,0.7049000805139013,-33.4157702081681,0.3002898711003111,-44433.3417268423,0.604345876418753,-0.6237231596020308,1.9114918591442636,0.13541700477555543,1647267651.00
5,1.0119554204660588,1.0112073698164323,0.9881858229875851,-8.38068181818187,1.5519366924345483,43.66850289799139,2.664646343523737,50.96917679778646,1.5900971954283458,54.70347409968865,0.8571428571428571,-0.1428571428571429,0.8928571428571428,-0.08571428571428574,1.2857142857142858,15.625,1.542720352281394,35.575619222171724,2.8376538466310097,100.7834191283828,4.377706341927245,38148.15177406721,0.5436605152221018,-0.5454300077754612,1.1499156501427459,0.042295288515374785,1647268069.00
6,0.9177718832891246,-7.300716027046505,1.0895953757225434,60.546875,1.212005505751341,26.898830863382713,1.054801513221619,5.362640388283737,1.176614682278257,31.785404240470058,1.0999999999999999,0.08333333333333326,1.2500000000000002,0.16666666666666674,1.5,39.0625,1.1445230194987848,18.384042779425428,1.0455483232717158,6.038911548207608,1.1966541239828357,10419.411747722908,1.0946629572484594,0.0908234068722491,1.376794359976217,0.06973799000115063,1647268497.00
7,1.5007569581926168,32.37920059926621,0.6663304104911927,-309.6198156682027,1.3806355695564014,38.622936324707354,2.451917321039187,74.01948816650076,2.5953820382970996,118.06784296273766,1.2698412698412698,0.18888888888888888,2.3333333333333335,0.4444444444444445,1.25,15.625,2.5916266711880804,83.28799081437461,1.0969423338692779,13.14841867038865,2.8428650092109207,41090.80292574687,2.3625915339109556,0.5257106926616435,1.661831002196278,0.04603561382786339,1647268988.00
8,0.9364770070148091,-5.481534675576029,1.067831876820641,47.16435185185185,0.6840328611921279,-54.698157057578484,0.7380593830778427,-36.83539925467838,0.50534473695431,-162.49267751860543,0.8333333333333334,-0.16666666666666663,0.75,-0.25,0.6666666666666666,-31.25,1.1800289311977266,17.901517227142335,1.407470653141934,31.51370052809706,1.6608560905192424,15966.413606016278,0.8384039330152403,-0.2077663718375482,0.4160802515346609,-0.21011865723833723,1647269598.00
9,1.2761808707345772,20.1155129453888,0.7835879873551107,-178.27690972222217,1.6657267662595328,51.05402576248058,2.4005200033312253,71.53377116625897,3.334103348156258,139.76152955289353,1.9444444444444446,0.4047619047619048,8.75,0.6642857142857143,2.6666666666666665,39.0625,3.3336457002588626,97.70230834969087,1.260241290430299,23.773614929885454,4.2011979591316475,38463.72383643668,2.645243990633426,0.754017102388618,3.8288611191837005,0.28628334089701457,1646752964.00
